transition_id,site_index,plot_index,siteID,plotID,eventID,previous_event_date,event_date,previous_event_year,event_year,dt_years,decimalLatitude,decimalLongitude,plotType,nlcdClass,area_young_m2,area_mature_m2,log_area_young_t1_ha,log_area_mature_t1_ha,young_area_precision,mature_area_precision,young_count_t0,mature_count_t0,young_count_t1,mature_count_t1,previous_young_per_ha,previous_mature_per_ha,young_per_ha,mature_per_ha,u0_kha,v0_kha,u1_kha,v1_kha,young_log_growth_rate,mature_log_growth_rate,death_events,maturation_events,death_fraction_interval,maturation_fraction_interval,death_hazard_annual,maturation_hazard_annual,climate_days,climate_expected_days,climate_coverage,clim_tmean_c,clim_tmin_mean_c,clim_tmax_mean_c,clim_tmin_absolute_c,clim_tmax_absolute_c,clim_prcp_annualized_mm,clim_vpd_mean_kpa,clim_vpd_max_kpa,clim_vpd_p90_kpa,clim_pet_annualized_mm,clim_deficit_annualized_mm,clim_water_balance_mm,clim_dry_days_annualized,clim_max_consecutive_dry_days,clim_hot_days_annualized,clim_frost_days,clim_high_vpd_days_annualized,clim_srad_mean_w_m2,clim_daylength_mean_sec,clim_swe_mean,clim_swe_max,clim_snow_days,clim_growing_days,clim_growing_tmean_c,clim_growing_vpd_mean_kpa,clim_growing_prcp_total_mm,clim_growing_deficit_total_mm,log1p_clim_prcp_annualized,log1p_clim_deficit_annualized,log1p_clim_dry_days_annualized,log1p_clim_hot_days_annualized,log1p_clim_high_vpd_days_annualized,clim_tmean_c_z,clim_tmin_absolute_c_z,clim_tmax_absolute_c_z,clim_vpd_mean_kpa_z,clim_vpd_max_kpa_z,clim_vpd_p90_kpa_z,clim_growing_vpd_mean_kpa_z,log1p_clim_prcp_annualized_z,log1p_clim_deficit_annualized_z,log1p_clim_dry_days_annualized_z,log1p_clim_hot_days_annualized_z,log1p_clim_high_vpd_days_annualized_z,n_transitions_site
ABBY_012__vst_ABBY_2019,1,11,ABBY,ABBY_012,vst_ABBY_2019,2017-03-23,2019-07-24,2016,2019,2.33538672142368,45.754263,-122.384239,distributed,shrubScrub,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,19,0,26,0,950,0,1300,0,0.95,0,1.3,0,0.134185234973023,0,0,0,0,0,0,0,853,853,1,10.481101992966,5.69767878077374,15.2645252051583,-7.71,36.97,1668.8799179367,0.556500979322045,2.9183316927132,1.2587131329937,2307.92685045407,1843.48464752667,-1492.42172056762,206.3898007034,54,15.8432004689332,104,13.2740328253224,278.487420867526,44500.182098476,0.157878077373974,18.01,16,652,12.9447162576687,0.679567982760688,2543.56,4168.74874745667,7.42050699739835,7.51995519362268,5.33460011764985,2.82394704235602,2.65844200020452,-0.235691566773566,0.792523297607853,0.665701583744155,-0.5325086410965,1.36373224989156,-0.0848293197036611,-0.784526309326905,0.791616899687657,-0.315941371207355,-1.10936846178592,-0.200043015903735,1.59908525490015,85
ABBY_013__vst_ABBY_2019,1,12,ABBY,ABBY_013,vst_ABBY_2019,2017-03-16,2019-09-19,2016,2019,2.51060917180014,45.745332,-122.372807,distributed,grasslandHerbaceous,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,27,0,55,0,1350,0,2750,0,1.35,0,2.75,0,0.283245767980085,0,0,0,0,0,0,0,917,917,1,10.3179498364231,5.78641221374046,14.8494874591058,-8.33,36.16,1861.10608233369,0.51553497868641,2.70819523443892,1.18469417493904,2250.58895330977,1780.93635420366,-977.839268131581,207.121046892039,54,14.7374591057797,110,5.17802617230098,286.028604143948,44753.682257361,0.157055616139586,18.18,17,691,12.9398552821997,0.635502320018014,2934.47,4329.05237348948,7.52946342846641,7.48545589145783,5.3381198666422,2.75604380084634,1.82099883085857,-0.25941490474502,0.739873391577665,0.463563412731788,-0.675649109634641,1.05561198235085,-0.245934055769589,-0.975941195981699,1.04294080104025,-0.424940543649006,-1.08781743953153,-0.238790484244686,0.933249082568261,85
ABBY_014__vst_ABBY_2019,1,13,ABBY,ABBY_014,vst_ABBY_2019,2017-03-29,2019-07-24,2016,2019,2.31895961670089,45.751186,-122.317373,distributed,evergreenForest,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,16,10,20,13,800,250,1000,325,0.8,0.25,1,0.325,0.0961180309659574,0.112742128130232,0,0,0,0,0,0,847,847,1,10.6777626918536,5.81520661157025,15.540318772137,-7.59,37.25,1869.57115112161,0.563987145794039,2.85272785328407,1.28535658702636,2354.27242004785,1874.66264441471,-1124.00266880363,204.833234946871,54,19.8364817001181,102,11.2119244391972,276.050909090909,44503.0589492326,0.207331759149941,19.22,18,656,13.0875990853659,0.683117593874671,2831.8,4225.30476333808,7.53399909162215,7.5367172863243,5.327066301843,3.03670537826219,2.50241288743105,-0.207095878403452,0.802713602000793,0.735576507057072,-0.506351013802427,1.26753822091341,-0.026838951524652,-0.769107310343062,1.05340296971031,-0.262982206290438,-1.15549715802726,-0.0786372228736275,1.47502928188103,85
ABBY_016__vst_ABBY_2019,1,14,ABBY,ABBY_016,vst_ABBY_2019,2017-03-24,2019-07-24,2016,2019,2.33264887063655,45.746995,-122.332415,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,16,19,17,21,2000,475,2125,525,2,0.475,2.125,0.525,0.0259770019744224,0.0428197144300732,1,0,0.0285714285714286,0,0.0124268754025298,0,852,852,1,10.7168075117371,5.83469483568075,15.5989201877934,-7.5,37.33,1819.42085387324,0.570043993912246,2.89888730547202,1.30187212645902,2359.45873486649,1876.91424570141,-1259.71875319986,204.05985915493,54,20.1487676056338,102,13.2896126760563,276.79161971831,44501.2416079812,0.199413145539906,19.32,18,664,13.0643524096386,0.687112826506197,2809.81,4256.21868624154,7.50682299173126,7.53791699615983,5.32330193239362,3.0515816345574,2.65953288702975,-0.201418518828451,0.810356330295497,0.755540770860762,-0.485187608440607,1.33522120593412,0.00910767203252236,-0.751752595725722,0.990717331229172,-0.25919177080224,-1.17854596348292,-0.0701484194378139,1.59995259961648,85
ABBY_017__vst_ABBY_2019,1,15,ABBY,ABBY_017,vst_ABBY_2019,2017-03-28,2019-07-23,2016,2019,2.31895961670089,45.772764,-122.369799,distributed,evergreenForest,8,400,-7.13089883029635,-3.2188758248682,0.2,0.707106781186548,7,10,5,18,8750,250,6250,450,8.75,0.25,6.25,0.45,-0.14507649300191,0.25270573758615,0,0,0,0,0,0,847,847,1,10.4162455726092,5.67623376623377,15.1562573789847,-7.76,36.89,1780.64334120425,0.548155049570365,2.93212681349227,1.24439848262862,2293.70683734065,1830.62530973493,-1189.77352834369,206.989374262102,54,15.9554309327037,107,11.2119244391972,277.949468713105,44492.3955489965,0.183778040141677,18.61,17,643,12.9534447900467,0.672779374964008,2627.8,4114.95195256547,7.48529144277133,7.51295899906207,5.33748699311806,2.83058819151552,2.50241288743105,-0.245122093542843,0.788277337444128,0.645737319940465,-0.561670391731311,1.3839598502809,-0.115985634647182,-0.814015042981805,0.941051672821251,-0.338045569538747,-1.09169245204875,-0.196253392447121,1.47502928188103,85
ABBY_018__vst_ABBY_2019,1,16,ABBY,ABBY_018,vst_ABBY_2019,2017-03-22,2019-07-24,2016,2019,2.33812457221081,45.764526,-122.38678,distributed,grasslandHerbaceous,400,400,-3.2188758248682,-3.2188758248682,1.4142135623731,0.707106781186548,22,0,32,0,550,0,800,0,0.55,0,0.8,0,0.160011208282923,0,0,0,0,0,0,0,854,854,1,10.6295316159251,5.73833723653396,15.5207259953162,-7.52,37.27,1646.90540690867,0.579605715827711,2.99257427315842,1.30829929502192,2343.42461973979,1876.84369588456,-1628.54868653737,207.003512880562,54,18.3908079625293,106,13.6861826697893,282.333817330211,44498.8922482436,0.169918032786885,18.72,17,660,13.0170606060606,0.702250302768184,2541.85,4258.27127287509,7.40726031010158,7.53787942727603,5.33755496840756,2.96479913741837,2.6869070973144,-0.214108976723594,0.808657946230007,0.740567573007995,-0.45177772381007,1.47259314884054,0.0230966192183583,-0.685997580991271,0.76106148318963,-0.259310468195738,-1.09127624709212,-0.119668913388956,1.62171734743904,85
ABBY_019__vst_ABBY_2019,1,17,ABBY,ABBY_019,vst_ABBY_2019,2017-03-29,2019-07-25,2016,2019,2.32169746748802,45.752593,-122.325825,distributed,evergreenForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,22,9,18,23,2750,225,2250,575,2.75,0.225,2.25,0.575,-0.0863979578850436,0.402969238897373,0,2,0,0.0909090909090909,0,0.0410519377046341,848,848,1,10.7545400943396,5.85304245283019,15.6560377358491,-7.5,37.33,1800.17855837264,0.573925356301942,2.89888730547202,1.3046976430123,2369.58459903811,1892.37700101939,-1321.9885625854,205.453125,54,20.6745283018868,102,13.3522995283019,277.492606132075,44513.6584433962,0.200353773584906,19.32,18,660,13.1270606060606,0.692809297168073,2745.21,4271.59320922466,7.49619648427742,7.54611728669981,5.33007338905455,3.07613776011778,2.66391017524233,-0.195931966713036,0.810356330295497,0.755540770860762,-0.471625629667797,1.33522120593412,0.0152575032450873,-0.72700794834704,0.96620574173536,-0.233283279135713,-1.13708510547528,-0.0561360147782876,1.60343290363632,85
ABBY_023__vst_ABBY_2019,1,18,ABBY,ABBY_023,vst_ABBY_2019,2017-03-16,2019-07-25,2016,2019,2.35728952772074,45.744589,-122.381659,distributed,mixedForest,80,400,-4.8283137373023,-3.2188758248682,0.632455532033676,0.707106781186548,35,24,33,39,4375,600,4125,975,4.375,0.6,4.125,0.975,-0.0249552079958115,0.205688629324503,2,0,0.0338983050847458,0,0.0146295886294943,0,861,861,1,10.1028222996516,5.51785133565621,14.6877932636469,-8.05,36.41,1748.01608013937,0.518900764614785,2.76447706985091,1.19797034897414,2229.93921940684,1769.57936414447,-1136.0323693615,205.320557491289,54,14.4233449477352,109,7.21167247386759,282.05668989547,44496.8201277584,0.155598141695703,17.78,16,645,12.6872868217054,0.641622743243455,2613.29,4029.38025871128,7.46680866888107,7.47906209638435,5.32943106364044,2.73588226729148,2.10555661451664,-0.29069578616233,0.763650768494524,0.525951737118321,-0.663888621246434,1.138137281993,-0.217038019266202,-0.949354959781905,0.898418458825673,-0.445141484770686,-1.14101799083842,-0.250295213117025,1.15949591628011,85
ABBY_025__vst_ABBY_2019,1,19,ABBY,ABBY_025,vst_ABBY_2019,2017-04-03,2019-07-25,2016,2019,2.30800821355236,45.76953,-122.324489,distributed,mixedForest,200,400,-3.91202300542815,-3.2188758248682,1,0.707106781186548,15,22,20,20,750,550,1000,500,0.75,0.55,1,0.5,0.124500912026138,-0.0412167978906944,4,0,0.108108108108108,0,0.0495710329391116,0,843,843,1,11.0478113879004,5.99511269276394,16.1005100830368,-7.33,37.73,1851.26290925267,0.603830677376143,3.04840391330549,1.36134912209647,2431.01276107583,1946.44953087541,-1338.06741981361,207.538256227758,54,25.1298932384342,100,13.864768683274,281.128932384342,44509.6863938316,0.0405693950177936,9.98,5,659,13.4211760242792,0.727294329715906,2841.62,4369.99267323419,7.52416336477048,7.57427586258262,5.34012250751464,3.26307999373903,2.69899389516343,-0.153288497194207,0.824792594852162,0.855362089879214,-0.367132596324897,1.55445540063677,0.13856134087625,-0.577209938159897,1.03071543102381,-0.144317379080828,-1.07555549752844,0.0505383960124465,1.63132734547847,85
ABBY_061__vst_ABBY_2016,1,20,ABBY,ABBY_061,vst_ABBY_2016,2015-07-29,2016-08-16,2015,2016,1.05133470225873,45.762451,-122.331158,tower,evergreenForest,400,800,-3.2188758248682,-2.52572864430826,1.4142135623731,1,47,0,60,14,1175,0,1500,175,1.175,0,1.5,0.175,0.232098020402677,4.91801895621792,0,5,0,0.106382978723404,0,0.106985894392184,384,384,1,11.4369140625,6.67411458333333,16.1997135416667,-6.8,37.57,2299.64824218749,0.581976011872307,3.1165509360311,1.31420585961806,2293.81955590139,1770.82379993123,6.12790016115738,184.527343749999,17,14.267578125,31,10.462890625,261.909010416667,43604.303203125,0.0498958333333333,7.21,4,318,13.2761163522013,0.674342742130983,1765.32,1841.62943791568,7.74094620663591,7.47976469051624,5.22320227684472,2.72573150318082,2.43911491551882,-0.0967105490339209,0.869799772587645,0.815433562271834,-0.44349560495216,1.65437846513855,0.0359524544709264,-0.807224001376148,1.53075667714255,-0.442921666567604,-1.79144475515242,-0.256087519968213,1.42470218999332,85
ABBY_061__vst_ABBY_2017,1,20,ABBY,ABBY_061,vst_ABBY_2017,2016-08-16,2017-07-27,2016,2017,0.944558521560575,45.762451,-122.331158,tower,evergreenForest,400,800,-3.2188758248682,-2.52572864430826,1.4142135623731,1,60,14,59,25,1500,175,1475,312.5,1.5,0.175,1.475,0.3125,-0.0177816684616791,0.611201266895564,0,8,0,0.133333333333333,0,0.1515002409848,344,344,1,9.40553779069768,5.08834302325581,13.7227325581395,-9.08,35.77,2808.26432608696,0.438603224520939,2.19674812534192,1.10300418212183,1992.9227358358,1332.90945276724,770.137847054482,149.276086956522,39,11.645652173913,59,2.11739130434783,243.182005813953,42691.9556104651,0.0881395348837209,5.62,10,251,12.4043625498008,0.552321480905745,1816.79,1222.61884916855,7.9406779223877,7.19586934768553,5.01247418201517,2.53731345442762,1.13699653167643,-0.392085289180169,0.676183989121792,0.366237626688799,-0.944458541012902,0.305683952812082,-0.42373505537736,-1.33726677012554,1.99146701369197,-1.33987770587315,-3.08170888227278,-0.363604071705841,0.389411017581297,85
ABBY_061__vst_ABBY_2018,1,20,ABBY,ABBY_061,vst_ABBY_2018,2017-07-27,2018-07-31,2017,2018,1.01026694045175,45.762451,-122.331158,tower,evergreenForest,400,800,-3.2188758248682,-2.52572864430826,1.4142135623731,1,59,25,43,46,1475,312.5,1075,575,1.475,0.3125,1.075,0.575,-0.312873015816342,0.602126305697884,1,12,0.0119047619047619,0.203389830508475,0.0118544817881108,0.225078969815623,369,369,1,10.9013414634146,6.03005420054201,15.7726287262873,-7.35,37.57,1885.67983739837,0.603913609685131,3.00083633681754,1.49000776556778,2300.90604483213,1908.00342385627,-419.489310179486,210.835365853658,29,35.6341463414633,46,19.7967479674796,267.219945799458,43304.944498645,0.0805962059620596,9.06,5,275,13.6504181818182,0.757977754349614,1161.88,1873.38371537002,7.54257386345795,7.55433661725807,5.35580939681855,3.60098076561977,3.03479662676637,-0.174586134901597,0.823094210786672,0.815433562271834,-0.366842820184164,1.48470770186001,0.418591178417861,-0.443925564729735,1.07318193172161,-0.207314631289055,-0.979506460729089,0.243353925429625,1.89831812605134,85
ABBY_061__vst_ABBY_2019,1,20,ABBY,ABBY_061,vst_ABBY_2019,2018-07-31,2019-07-25,2018,2019,0.982888432580424,45.762451,-122.331158,tower,evergreenForest,400,800,-3.2188758248682,-2.52572864430826,1.4142135623731,1,43,46,37,60,1075,575,925,750,1.075,0.575,0.925,0.75,-0.15274521613954,0.269916688684334,0,6,0,0.13953488372093,0,0.152898536667885,359,359,1,10.0758356545961,5.19537604456825,14.956295264624,-7.34,34.13,1714.99627437326,0.558877776004158,2.7573420839866,1.2783907881976,2146.53919453168,1698.65603837957,-424.15854438569,203.481894150418,20,13.2263231197772,54,11.191504178273,261.017103064067,43036.2246239554,0.258161559888579,19.21,9,267,12.7941760299625,0.693346208320416,1036.5,1599.56269207466,7.4477491089344,7.4381811792078,5.32047943440144,2.65509398937948,2.50073933032476,-0.294619812144781,0.823943402819417,-0.0430297812868563,-0.524203808176061,1.12767534801227,-0.0420002454862206,-0.724675683699857,0.854454803657222,-0.574303115913465,-1.19582779726554,-0.29639523973017,1.47369866638542,85
